asset,market_key,market_title,tf_slug,ce_ts,bot_pnl,bot_spent,candidate_pnl,candidate_spent,candidate_trade_count,delta_pnl
btc,btc:m15:1775344500,"Bitcoin Up or Down - April 4, 7:15PM-7:30PM ET",m15,2026-04-04T23:30:00+00:00,-24.35,1730.16,0.0,0.0,0,24.35
btc,btc:m5:1775345400,"Bitcoin Up or Down - April 4, 7:30PM-7:35PM ET",m5,2026-04-04T23:35:00+00:00,72.82,842.06,0.0,0.0,0,-72.82
btc,btc:m5:1775345700,"Bitcoin Up or Down - April 4, 7:35PM-7:40PM ET",m5,2026-04-04T23:40:00+00:00,20.54,446.55,-23.925,23.925,1,-44.465
btc,btc:m5:1775346000,"Bitcoin Up or Down - April 4, 7:40PM-7:45PM ET",m5,2026-04-04T23:45:00+00:00,-401.61,1090.77,160.11346153846154,23.925,1,561.7234615384616
btc,btc:m15:1775345400,"Bitcoin Up or Down - April 4, 7:30PM-7:45PM ET",m15,2026-04-04T23:45:00+00:00,-187.23,1717.82,0.0,0.0,0,187.23
btc,btc:m5:1775346300,"Bitcoin Up or Down - April 4, 7:45PM-7:50PM ET",m5,2026-04-04T23:50:00+00:00,-60.11,456.42,-23.925,23.925,1,36.185
btc,btc:m5:1775346600,"Bitcoin Up or Down - April 4, 7:50PM-7:55PM ET",m5,2026-04-04T23:55:00+00:00,36.2,692.57,0.0,0.0,0,-36.2
btc,btc:h1:1775343600,"Bitcoin Up or Down - April 4, 7PM ET",h1,2026-04-05T00:00:00+00:00,-44.78,2010.66,0.0,0.0,0,44.78
btc,btc:m5:1775346900,"Bitcoin Up or Down - April 4, 7:55PM-8:00PM ET",m5,2026-04-05T00:00:00+00:00,6.59,1513.74,0.0,0.0,0,-6.59
btc,btc:m15:1775346300,"Bitcoin Up or Down - April 4, 7:45PM-8:00PM ET",m15,2026-04-05T00:00:00+00:00,-0.67,3100.36,0.0,0.0,0,0.67
btc,btc:m5:1775347200,"Bitcoin Up or Down - April 4, 8:00PM-8:05PM ET",m5,2026-04-05T00:05:00+00:00,15.9,593.83,0.0,0.0,0,-15.9
btc,btc:m5:1775347500,"Bitcoin Up or Down - April 4, 8:05PM-8:10PM ET",m5,2026-04-05T00:10:00+00:00,17.75,207.31,-23.925,23.925,1,-41.675
btc,btc:m5:1775347800,"Bitcoin Up or Down - April 4, 8:10PM-8:15PM ET",m5,2026-04-05T00:15:00+00:00,76.0,968.25,-23.925,23.925,1,-99.925
btc,btc:m15:1775347200,"Bitcoin Up or Down - April 4, 8:00PM-8:15PM ET",m15,2026-04-05T00:15:00+00:00,11.81,3128.54,0.0,0.0,0,-11.81
btc,btc:m5:1775348100,"Bitcoin Up or Down - April 4, 8:15PM-8:20PM ET",m5,2026-04-05T00:20:00+00:00,125.79,1176.18,0.0,0.0,0,-125.79
btc,btc:m5:1775348400,"Bitcoin Up or Down - April 4, 8:20PM-8:25PM ET",m5,2026-04-05T00:25:00+00:00,-68.3,1431.64,0.0,0.0,0,68.3
btc,btc:m5:1775348700,"Bitcoin Up or Down - April 4, 8:25PM-8:30PM ET",m5,2026-04-05T00:30:00+00:00,-63.07,658.81,0.0,0.0,0,63.07
btc,btc:m15:1775348100,"Bitcoin Up or Down - April 4, 8:15PM-8:30PM ET",m15,2026-04-05T00:30:00+00:00,-415.34,3197.8,0.0,0.0,0,415.34
btc,btc:m5:1775349000,"Bitcoin Up or Down - April 4, 8:30PM-8:35PM ET",m5,2026-04-05T00:35:00+00:00,13.14,428.95,-23.925,23.925,1,-37.065
btc,btc:m5:1775349300,"Bitcoin Up or Down - April 4, 8:35PM-8:40PM ET",m5,2026-04-05T00:40:00+00:00,-20.48,95.05,0.0,0.0,0,20.48
btc,btc:m15:1775349000,"Bitcoin Up or Down - April 4, 8:30PM-8:45PM ET",m15,2026-04-05T00:45:00+00:00,-188.16,3451.87,0.0,0.0,0,188.16
btc,btc:m5:1775349600,"Bitcoin Up or Down - April 4, 8:40PM-8:45PM ET",m5,2026-04-05T00:45:00+00:00,120.21,1096.02,0.0,0.0,0,-120.21
btc,btc:m5:1775349900,"Bitcoin Up or Down - April 4, 8:45PM-8:50PM ET",m5,2026-04-05T00:50:00+00:00,-178.47,575.71,0.0,0.0,0,178.47
btc,btc:m5:1775350200,"Bitcoin Up or Down - April 4, 8:50PM-8:55PM ET",m5,2026-04-05T00:55:00+00:00,55.56,366.6,-23.925,23.925,1,-79.485
btc,btc:m15:1775349900,"Bitcoin Up or Down - April 4, 8:45PM-9:00PM ET",m15,2026-04-05T01:00:00+00:00,86.74,2218.69,0.0,0.0,0,-86.74
btc,btc:m5:1775350500,"Bitcoin Up or Down - April 4, 8:55PM-9:00PM ET",m5,2026-04-05T01:00:00+00:00,115.61,561.67,-23.925,23.925,1,-139.535
btc,btc:h1:1775347200,"Bitcoin Up or Down - April 4, 8PM ET",h1,2026-04-05T01:00:00+00:00,20.6,2319.94,0.0,0.0,0,-20.6
btc,btc:m5:1775350800,"Bitcoin Up or Down - April 4, 9:00PM-9:05PM ET",m5,2026-04-05T01:05:00+00:00,-28.26,468.35,-23.925,23.925,1,4.335000000000001
btc,btc:m5:1775351100,"Bitcoin Up or Down - April 4, 9:05PM-9:10PM ET",m5,2026-04-05T01:10:00+00:00,-32.05,312.63,-23.925,23.925,1,8.124999999999996
btc,btc:m15:1775350800,"Bitcoin Up or Down - April 4, 9:00PM-9:15PM ET",m15,2026-04-05T01:15:00+00:00,-78.11,1848.89,0.0,0.0,0,78.11
btc,btc:m5:1775351400,"Bitcoin Up or Down - April 4, 9:10PM-9:15PM ET",m5,2026-04-05T01:15:00+00:00,266.52,334.06,23.925,23.925,1,-242.59499999999997
btc,btc:m5:1775351700,"Bitcoin Up or Down - April 4, 9:15PM-9:20PM ET",m5,2026-04-05T01:20:00+00:00,-55.61,254.99,-23.925,23.925,1,31.685
btc,btc:m5:1775352000,"Bitcoin Up or Down - April 4, 9:20PM-9:25PM ET",m5,2026-04-05T01:25:00+00:00,-12.92,270.1,-23.925,23.925,1,-11.005
btc,btc:m15:1775351700,"Bitcoin Up or Down - April 4, 9:15PM-9:30PM ET",m15,2026-04-05T01:30:00+00:00,73.24,847.21,0.0,0.0,0,-73.24
btc,btc:m5:1775352300,"Bitcoin Up or Down - April 4, 9:25PM-9:30PM ET",m5,2026-04-05T01:30:00+00:00,-180.24,670.46,-23.925,23.925,1,156.315
btc,btc:m5:1775352600,"Bitcoin Up or Down - April 4, 9:30PM-9:35PM ET",m5,2026-04-05T01:35:00+00:00,-43.77,1047.04,-23.925,23.925,1,19.845000000000002
btc,btc:m5:1775352900,"Bitcoin Up or Down - April 4, 9:35PM-9:40PM ET",m5,2026-04-05T01:40:00+00:00,-11.11,454.87,-23.925,23.925,1,-12.815000000000001
btc,btc:m15:1775352600,"Bitcoin Up or Down - April 4, 9:30PM-9:45PM ET",m15,2026-04-05T01:45:00+00:00,25.94,2116.38,7.466666666666669,11.2,1,-18.473333333333333
btc,btc:m5:1775353200,"Bitcoin Up or Down - April 4, 9:40PM-9:45PM ET",m5,2026-04-05T01:45:00+00:00,162.43,1422.94,15.29631147540984,23.925,1,-147.13368852459016
btc,btc:m5:1775353500,"Bitcoin Up or Down - April 4, 9:45PM-9:50PM ET",m5,2026-04-05T01:50:00+00:00,-17.06,304.37,0.0,0.0,0,17.06
btc,btc:m5:1775353800,"Bitcoin Up or Down - April 4, 9:50PM-9:55PM ET",m5,2026-04-05T01:55:00+00:00,-8.48,1050.62,0.0,0.0,0,8.48
btc,btc:m15:1775353500,"Bitcoin Up or Down - April 4, 9:45PM-10:00PM ET",m15,2026-04-05T02:00:00+00:00,-653.92,1625.55,0.0,0.0,0,653.92
btc,btc:m5:1775354100,"Bitcoin Up or Down - April 4, 9:55PM-10:00PM ET",m5,2026-04-05T02:00:00+00:00,265.83,1306.43,0.0,0.0,0,-265.83
btc,btc:h1:1775350800,"Bitcoin Up or Down - April 4, 9PM ET",h1,2026-04-05T02:00:00+00:00,250.12,1302.75,0.0,0.0,0,-250.12
btc,btc:m5:1775354400,"Bitcoin Up or Down - April 4, 10:00PM-10:05PM ET",m5,2026-04-05T02:05:00+00:00,116.22,1986.7,-23.925,23.925,1,-140.145
btc,btc:m5:1775354700,"Bitcoin Up or Down - April 4, 10:05PM-10:10PM ET",m5,2026-04-05T02:10:00+00:00,-0.11,723.86,-12.384850746268658,47.355000000000004,2,-12.274850746268658
btc,btc:m5:1775355000,"Bitcoin Up or Down - April 4, 10:10PM-10:15PM ET",m5,2026-04-05T02:15:00+00:00,22.71,456.99,-23.925,23.925,1,-46.635000000000005
btc,btc:m15:1775354400,"Bitcoin Up or Down - April 4, 10:00PM-10:15PM ET",m15,2026-04-05T02:15:00+00:00,136.22,2326.63,7.160655737704918,11.2,1,-129.05934426229507
btc,btc:m5:1775355300,"Bitcoin Up or Down - April 4, 10:15PM-10:20PM ET",m5,2026-04-05T02:20:00+00:00,-5.32,250.56,0.0,0.0,0,5.32
btc,btc:m5:1775355600,"Bitcoin Up or Down - April 4, 10:20PM-10:25PM ET",m5,2026-04-05T02:25:00+00:00,37.16,52.51,0.0,0.0,0,-37.16
btc,btc:m15:1775355300,"Bitcoin Up or Down - April 4, 10:15PM-10:30PM ET",m15,2026-04-05T02:30:00+00:00,-2.91,909.11,0.0,0.0,0,2.91
btc,btc:m5:1775355900,"Bitcoin Up or Down - April 4, 10:25PM-10:30PM ET",m5,2026-04-05T02:30:00+00:00,223.57,1031.24,10.748913043478264,23.925,1,-212.82108695652173
btc,btc:m5:1775356200,"Bitcoin Up or Down - April 4, 10:30PM-10:35PM ET",m5,2026-04-05T02:35:00+00:00,-26.76,375.7,0.0,0.0,0,26.76
btc,btc:m5:1775356500,"Bitcoin Up or Down - April 4, 10:35PM-10:40PM ET",m5,2026-04-05T02:40:00+00:00,65.1,562.55,0.0,0.0,0,-65.1
btc,btc:m15:1775356200,"Bitcoin Up or Down - April 4, 10:30PM-10:45PM ET",m15,2026-04-05T02:45:00+00:00,-8.57,1587.1,0.0,0.0,0,8.57
btc,btc:m5:1775356800,"Bitcoin Up or Down - April 4, 10:40PM-10:45PM ET",m5,2026-04-05T02:45:00+00:00,5.42,692.91,0.0,0.0,0,-5.42
btc,btc:m5:1775357100,"Bitcoin Up or Down - April 4, 10:45PM-10:50PM ET",m5,2026-04-05T02:50:00+00:00,248.8,1493.87,0.0,0.0,0,-248.8
btc,btc:m5:1775357400,"Bitcoin Up or Down - April 4, 10:50PM-10:55PM ET",m5,2026-04-05T02:55:00+00:00,14.61,160.21,0.0,0.0,0,-14.61
btc,btc:m5:1775357700,"Bitcoin Up or Down - April 4, 10:55PM-11:00PM ET",m5,2026-04-05T03:00:00+00:00,-14.15,853.75,0.0,0.0,0,14.15
btc,btc:h1:1775354400,"Bitcoin Up or Down - April 4, 10PM ET",h1,2026-04-05T03:00:00+00:00,-273.89,5539.72,0.0,0.0,0,273.89
btc,btc:m15:1775357100,"Bitcoin Up or Down - April 4, 10:45PM-11:00PM ET",m15,2026-04-05T03:00:00+00:00,8.41,599.4,0.0,0.0,0,-8.41
btc,btc:m5:1775358000,"Bitcoin Up or Down - April 4, 11:00PM-11:05PM ET",m5,2026-04-05T03:05:00+00:00,75.26,308.51,0.0,0.0,0,-75.26
btc,btc:m5:1775358300,"Bitcoin Up or Down - April 4, 11:05PM-11:10PM ET",m5,2026-04-05T03:10:00+00:00,-13.32,90.31,0.0,0.0,0,13.32
btc,btc:m5:1775358600,"Bitcoin Up or Down - April 4, 11:10PM-11:15PM ET",m5,2026-04-05T03:15:00+00:00,60.66,570.11,0.0,0.0,0,-60.66
btc,btc:m15:1775358000,"Bitcoin Up or Down - April 4, 11:00PM-11:15PM ET",m15,2026-04-05T03:15:00+00:00,111.33,1593.38,0.0,0.0,0,-111.33
btc,btc:m5:1775358900,"Bitcoin Up or Down - April 4, 11:15PM-11:20PM ET",m5,2026-04-05T03:20:00+00:00,3.75,236.68,-23.925,23.925,1,-27.675
btc,btc:m5:1775359200,"Bitcoin Up or Down - April 4, 11:20PM-11:25PM ET",m5,2026-04-05T03:25:00+00:00,101.76,626.26,0.0,0.0,0,-101.76
btc,btc:m5:1775359500,"Bitcoin Up or Down - April 4, 11:25PM-11:30PM ET",m5,2026-04-05T03:30:00+00:00,179.84,926.46,0.0,0.0,0,-179.84
btc,btc:m15:1775358900,"Bitcoin Up or Down - April 4, 11:15PM-11:30PM ET",m15,2026-04-05T03:30:00+00:00,14.44,1192.1,0.0,0.0,0,-14.44
btc,btc:m5:1775359800,"Bitcoin Up or Down - April 4, 11:30PM-11:35PM ET",m5,2026-04-05T03:35:00+00:00,18.16,294.07,-23.925,23.925,1,-42.085
btc,btc:m5:1775360100,"Bitcoin Up or Down - April 4, 11:35PM-11:40PM ET",m5,2026-04-05T03:40:00+00:00,115.54,688.4,0.0,0.0,0,-115.54
btc,btc:m5:1775360400,"Bitcoin Up or Down - April 4, 11:40PM-11:45PM ET",m5,2026-04-05T03:45:00+00:00,4.71,392.99,0.0,0.0,0,-4.71
btc,btc:m15:1775359800,"Bitcoin Up or Down - April 4, 11:30PM-11:45PM ET",m15,2026-04-05T03:45:00+00:00,-1.17,658.36,0.0,0.0,0,1.17
btc,btc:m5:1775360700,"Bitcoin Up or Down - April 4, 11:45PM-11:50PM ET",m5,2026-04-05T03:50:00+00:00,9.09,1147.38,0.0,0.0,0,-9.09
btc,btc:m5:1775361000,"Bitcoin Up or Down - April 4, 11:50PM-11:55PM ET",m5,2026-04-05T03:55:00+00:00,-27.33,832.89,0.0,0.0,0,27.33
btc,btc:h1:1775358000,"Bitcoin Up or Down - April 4, 11PM ET",h1,2026-04-05T04:00:00+00:00,102.78,2502.5,0.0,0.0,0,-102.78
btc,btc:m5:1775361600,"Bitcoin Up or Down - April 5, 12:00AM-12:05AM ET",m5,2026-04-05T04:05:00+00:00,-6.51,1090.4,-23.925,23.925,1,-17.415
btc,btc:m5:1775361900,"Bitcoin Up or Down - April 5, 12:05AM-12:10AM ET",m5,2026-04-05T04:10:00+00:00,25.18,491.33,0.0,0.0,0,-25.18
btc,btc:m15:1775361600,"Bitcoin Up or Down - April 5, 12:00AM-12:15AM ET",m15,2026-04-05T04:15:00+00:00,-16.68,1178.35,0.0,0.0,0,16.68
btc,btc:m5:1775362200,"Bitcoin Up or Down - April 5, 12:10AM-12:15AM ET",m5,2026-04-05T04:15:00+00:00,119.52,879.84,-23.925,23.925,1,-143.445
btc,btc:m5:1775362500,"Bitcoin Up or Down - April 5, 12:15AM-12:20AM ET",m5,2026-04-05T04:20:00+00:00,50.01,1267.71,0.0,0.0,0,-50.01
btc,btc:m5:1775362800,"Bitcoin Up or Down - April 5, 12:20AM-12:25AM ET",m5,2026-04-05T04:25:00+00:00,33.6,519.87,0.0,0.0,0,-33.6
btc,btc:m5:1775363100,"Bitcoin Up or Down - April 5, 12:25AM-12:30AM ET",m5,2026-04-05T04:30:00+00:00,41.53,132.75,0.0,0.0,0,-41.53
btc,btc:m15:1775362500,"Bitcoin Up or Down - April 5, 12:15AM-12:30AM ET",m15,2026-04-05T04:30:00+00:00,6.66,1050.37,0.0,0.0,0,-6.66
btc,btc:m5:1775363400,"Bitcoin Up or Down - April 5, 12:30AM-12:35AM ET",m5,2026-04-05T04:35:00+00:00,-21.61,375.51,-23.925,23.925,1,-2.3150000000000013
btc,btc:m5:1775363700,"Bitcoin Up or Down - April 5, 12:35AM-12:40AM ET",m5,2026-04-05T04:40:00+00:00,5.8,1187.07,0.0,0.0,0,-5.8
btc,btc:m5:1775364000,"Bitcoin Up or Down - April 5, 12:40AM-12:45AM ET",m5,2026-04-05T04:45:00+00:00,73.5,184.5,0.0,0.0,0,-73.5
btc,btc:m15:1775363400,"Bitcoin Up or Down - April 5, 12:30AM-12:45AM ET",m15,2026-04-05T04:45:00+00:00,24.42,372.07,0.0,0.0,0,-24.42
btc,btc:m5:1775364300,"Bitcoin Up or Down - April 5, 12:45AM-12:50AM ET",m5,2026-04-05T04:50:00+00:00,194.8,522.24,-23.925,23.925,1,-218.72500000000002
btc,btc:m5:1775364600,"Bitcoin Up or Down - April 5, 12:50AM-12:55AM ET",m5,2026-04-05T04:55:00+00:00,42.46,558.14,0.0,0.0,0,-42.46
btc,btc:h1:1775361600,"Bitcoin Up or Down - April 5, 12AM ET",h1,2026-04-05T05:00:00+00:00,-60.34,6358.08,0.0,0.0,0,60.34
btc,btc:m15:1775364300,"Bitcoin Up or Down - April 5, 12:45AM-1:00AM ET",m15,2026-04-05T05:00:00+00:00,85.22,1179.16,0.0,0.0,0,-85.22
btc,btc:m5:1775364900,"Bitcoin Up or Down - April 5, 12:55AM-1:00AM ET",m5,2026-04-05T05:00:00+00:00,127.25,1201.74,0.0,0.0,0,-127.25
btc,btc:m5:1775365200,"Bitcoin Up or Down - April 5, 1:00AM-1:05AM ET",m5,2026-04-05T05:05:00+00:00,-18.69,224.72,0.0,0.0,0,18.69
btc,btc:m5:1775365500,"Bitcoin Up or Down - April 5, 1:05AM-1:10AM ET",m5,2026-04-05T05:10:00+00:00,26.06,969.15,0.0,0.0,0,-26.06
btc,btc:m5:1775365800,"Bitcoin Up or Down - April 5, 1:10AM-1:15AM ET",m5,2026-04-05T05:15:00+00:00,232.02,1535.11,-23.925,23.925,1,-255.94500000000002
btc,btc:m15:1775365200,"Bitcoin Up or Down - April 5, 1:00AM-1:15AM ET",m15,2026-04-05T05:15:00+00:00,71.37,971.29,0.0,0.0,0,-71.37
btc,btc:m5:1775366100,"Bitcoin Up or Down - April 5, 1:15AM-1:20AM ET",m5,2026-04-05T05:20:00+00:00,168.27,765.41,0.0,0.0,0,-168.27
btc,btc:m5:1775366400,"Bitcoin Up or Down - April 5, 1:20AM-1:25AM ET",m5,2026-04-05T05:25:00+00:00,13.54,373.39,-23.925,23.925,1,-37.465
btc,btc:m15:1775366100,"Bitcoin Up or Down - April 5, 1:15AM-1:30AM ET",m15,2026-04-05T05:30:00+00:00,-17.18,1319.65,0.0,0.0,0,17.18
btc,btc:m5:1775366700,"Bitcoin Up or Down - April 5, 1:25AM-1:30AM ET",m5,2026-04-05T05:30:00+00:00,22.86,2076.22,0.0,0.0,0,-22.86
btc,btc:m5:1775367000,"Bitcoin Up or Down - April 5, 1:30AM-1:35AM ET",m5,2026-04-05T05:35:00+00:00,-23.95,548.1,0.0,0.0,0,23.95
btc,btc:m5:1775367300,"Bitcoin Up or Down - April 5, 1:35AM-1:40AM ET",m5,2026-04-05T05:40:00+00:00,-45.47,838.46,-23.925,23.925,1,21.544999999999998
btc,btc:m15:1775367000,"Bitcoin Up or Down - April 5, 1:30AM-1:45AM ET",m15,2026-04-05T05:45:00+00:00,-160.3,3188.41,0.0,0.0,0,160.3
btc,btc:m5:1775367600,"Bitcoin Up or Down - April 5, 1:40AM-1:45AM ET",m5,2026-04-05T05:45:00+00:00,7.14,809.9,0.0,0.0,0,-7.14
btc,btc:m5:1775367900,"Bitcoin Up or Down - April 5, 1:45AM-1:50AM ET",m5,2026-04-05T05:50:00+00:00,132.06,231.97,0.0,0.0,0,-132.06
btc,btc:m5:1775368200,"Bitcoin Up or Down - April 5, 1:50AM-1:55AM ET",m5,2026-04-05T05:55:00+00:00,-23.55,739.5,-23.925,23.925,1,-0.375
btc,btc:m5:1775368500,"Bitcoin Up or Down - April 5, 1:55AM-2:00AM ET",m5,2026-04-05T06:00:00+00:00,-30.45,587.4,-23.925,23.925,1,6.524999999999999
btc,btc:h1:1775365200,"Bitcoin Up or Down - April 5, 1AM ET",h1,2026-04-05T06:00:00+00:00,136.39,4480.4,0.0,0.0,0,-136.39
btc,btc:m15:1775367900,"Bitcoin Up or Down - April 5, 1:45AM-2:00AM ET",m15,2026-04-05T06:00:00+00:00,0.59,527.72,0.0,0.0,0,-0.59
btc,btc:m5:1775368800,"Bitcoin Up or Down - April 5, 2:00AM-2:05AM ET",m5,2026-04-05T06:05:00+00:00,15.39,1350.32,23.012647058823525,47.355000000000004,2,7.6226470588235244
btc,btc:m5:1775369100,"Bitcoin Up or Down - April 5, 2:05AM-2:10AM ET",m5,2026-04-05T06:10:00+00:00,57.96,269.43,-23.925,23.925,1,-81.885
btc,btc:m15:1775368800,"Bitcoin Up or Down - April 5, 2:00AM-2:15AM ET",m15,2026-04-05T06:15:00+00:00,32.93,479.56,0.0,0.0,0,-32.93
btc,btc:m5:1775369400,"Bitcoin Up or Down - April 5, 2:10AM-2:15AM ET",m5,2026-04-05T06:15:00+00:00,58.18,1061.8,-23.925,23.925,1,-82.105
btc,btc:m5:1775369700,"Bitcoin Up or Down - April 5, 2:15AM-2:20AM ET",m5,2026-04-05T06:20:00+00:00,-9.49,1556.98,5.811666666666664,47.355000000000004,2,15.301666666666664
btc,btc:m5:1775370000,"Bitcoin Up or Down - April 5, 2:20AM-2:25AM ET",m5,2026-04-05T06:25:00+00:00,18.88,104.94,0.0,0.0,0,-18.88
btc,btc:m15:1775369700,"Bitcoin Up or Down - April 5, 2:15AM-2:30AM ET",m15,2026-04-05T06:30:00+00:00,-8.69,2449.49,0.0,0.0,0,8.69
btc,btc:m5:1775370300,"Bitcoin Up or Down - April 5, 2:25AM-2:30AM ET",m5,2026-04-05T06:30:00+00:00,125.5,528.31,0.0,0.0,0,-125.5
btc,btc:m5:1775370600,"Bitcoin Up or Down - April 5, 2:30AM-2:35AM ET",m5,2026-04-05T06:35:00+00:00,-10.9,377.87,0.0,0.0,0,10.9
btc,btc:m5:1775370900,"Bitcoin Up or Down - April 5, 2:35AM-2:40AM ET",m5,2026-04-05T06:40:00+00:00,-122.24,884.61,-23.925,23.925,1,98.315
btc,btc:m15:1775370600,"Bitcoin Up or Down - April 5, 2:30AM-2:45AM ET",m15,2026-04-05T06:45:00+00:00,-3.82,545.81,0.0,0.0,0,3.82
btc,btc:m5:1775371200,"Bitcoin Up or Down - April 5, 2:40AM-2:45AM ET",m5,2026-04-05T06:45:00+00:00,-50.13,200.44,0.0,0.0,0,50.13
btc,btc:m5:1775371500,"Bitcoin Up or Down - April 5, 2:45AM-2:50AM ET",m5,2026-04-05T06:50:00+00:00,113.82,648.58,0.0,0.0,0,-113.82
btc,btc:m5:1775371800,"Bitcoin Up or Down - April 5, 2:50AM-2:55AM ET",m5,2026-04-05T06:55:00+00:00,-28.13,274.87,0.0,0.0,0,28.13
btc,btc:m5:1775372100,"Bitcoin Up or Down - April 5, 2:55AM-3:00AM ET",m5,2026-04-05T07:00:00+00:00,-11.51,442.73,0.0,0.0,0,11.51
btc,btc:h1:1775368800,"Bitcoin Up or Down - April 5, 2AM ET",h1,2026-04-05T07:00:00+00:00,599.13,2176.7,0.0,0.0,0,-599.13
btc,btc:m15:1775371500,"Bitcoin Up or Down - April 5, 2:45AM-3:00AM ET",m15,2026-04-05T07:00:00+00:00,-2.28,1431.34,0.0,0.0,0,2.28
btc,btc:m5:1775372400,"Bitcoin Up or Down - April 5, 3:00AM-3:05AM ET",m5,2026-04-05T07:05:00+00:00,-2.76,2.76,0.0,0.0,0,2.76
btc,btc:m5:1775372700,"Bitcoin Up or Down - April 5, 3:05AM-3:10AM ET",m5,2026-04-05T07:10:00+00:00,32.62,191.53,11.25882352941176,23.925,1,-21.361176470588237
btc,btc:m5:1775373000,"Bitcoin Up or Down - April 5, 3:10AM-3:15AM ET",m5,2026-04-05T07:15:00+00:00,-25.35,977.21,19.103333333333346,47.355000000000004,2,44.45333333333335
btc,btc:m15:1775372400,"Bitcoin Up or Down - April 5, 3:00AM-3:15AM ET",m15,2026-04-05T07:15:00+00:00,27.28,680.39,0.0,0.0,0,-27.28
btc,btc:m5:1775373300,"Bitcoin Up or Down - April 5, 3:15AM-3:20AM ET",m5,2026-04-05T07:20:00+00:00,75.56,280.36,-23.925,23.925,1,-99.485
btc,btc:m5:1775373600,"Bitcoin Up or Down - April 5, 3:20AM-3:25AM ET",m5,2026-04-05T07:25:00+00:00,39.15,242.96,0.0,0.0,0,-39.15
btc,btc:m5:1775373900,"Bitcoin Up or Down - April 5, 3:25AM-3:30AM ET",m5,2026-04-05T07:30:00+00:00,30.89,458.72,0.0,0.0,0,-30.89
btc,btc:m15:1775373300,"Bitcoin Up or Down - April 5, 3:15AM-3:30AM ET",m15,2026-04-05T07:30:00+00:00,62.44,413.48,0.0,0.0,0,-62.44
btc,btc:m5:1775374200,"Bitcoin Up or Down - April 5, 3:30AM-3:35AM ET",m5,2026-04-05T07:35:00+00:00,24.57,202.61,-23.925,23.925,1,-48.495000000000005
btc,btc:m5:1775374500,"Bitcoin Up or Down - April 5, 3:35AM-3:40AM ET",m5,2026-04-05T07:40:00+00:00,25.55,252.4,-23.925,23.925,1,-49.475
btc,btc:m15:1775374200,"Bitcoin Up or Down - April 5, 3:30AM-3:45AM ET",m15,2026-04-05T07:45:00+00:00,-21.51,660.93,0.0,0.0,0,21.51
btc,btc:m5:1775374800,"Bitcoin Up or Down - April 5, 3:40AM-3:45AM ET",m5,2026-04-05T07:45:00+00:00,17.39,167.12,0.0,0.0,0,-17.39
btc,btc:m5:1775375100,"Bitcoin Up or Down - April 5, 3:45AM-3:50AM ET",m5,2026-04-05T07:50:00+00:00,21.0,421.82,0.0,0.0,0,-21.0
btc,btc:m5:1775375400,"Bitcoin Up or Down - April 5, 3:50AM-3:55AM ET",m5,2026-04-05T07:55:00+00:00,-60.58,258.4,0.0,0.0,0,60.58
btc,btc:m5:1775375700,"Bitcoin Up or Down - April 5, 3:55AM-4:00AM ET",m5,2026-04-05T08:00:00+00:00,64.42,528.86,0.0,0.0,0,-64.42
btc,btc:m15:1775375100,"Bitcoin Up or Down - April 5, 3:45AM-4:00AM ET",m15,2026-04-05T08:00:00+00:00,-16.8,2437.24,0.0,0.0,0,16.8
btc,btc:h1:1775372400,"Bitcoin Up or Down - April 5, 3AM ET",h1,2026-04-05T08:00:00+00:00,428.14,8306.82,-1.3195312500000007,14.075,1,-429.45953125
btc,btc:m5:1775376000,"Bitcoin Up or Down - April 5, 4:00AM-4:05AM ET",m5,2026-04-05T08:05:00+00:00,-24.16,24.16,0.0,0.0,0,24.16
btc,btc:m5:1775376300,"Bitcoin Up or Down - April 5, 4:05AM-4:10AM ET",m5,2026-04-05T08:10:00+00:00,53.52,293.98,0.0,0.0,0,-53.52
btc,btc:m5:1775376600,"Bitcoin Up or Down - April 5, 4:10AM-4:15AM ET",m5,2026-04-05T08:15:00+00:00,76.74,531.41,-23.925,23.925,1,-100.66499999999999
btc,btc:m15:1775376000,"Bitcoin Up or Down - April 5, 4:00AM-4:15AM ET",m15,2026-04-05T08:15:00+00:00,-8.29,1328.66,6.338888888888889,16.299999999999997,1,14.628888888888888
btc,btc:m5:1775376900,"Bitcoin Up or Down - April 5, 4:15AM-4:20AM ET",m5,2026-04-05T08:20:00+00:00,11.4,215.89,0.0,0.0,0,-11.4
btc,btc:m5:1775377200,"Bitcoin Up or Down - April 5, 4:20AM-4:25AM ET",m5,2026-04-05T08:25:00+00:00,133.22,1269.17,0.0,0.0,0,-133.22
btc,btc:m15:1775376900,"Bitcoin Up or Down - April 5, 4:15AM-4:30AM ET",m15,2026-04-05T08:30:00+00:00,158.75,2740.42,0.0,0.0,0,-158.75
btc,btc:m5:1775377500,"Bitcoin Up or Down - April 5, 4:25AM-4:30AM ET",m5,2026-04-05T08:30:00+00:00,73.24,1021.7,-23.925,23.925,1,-97.16499999999999
btc,btc:m5:1775377800,"Bitcoin Up or Down - April 5, 4:30AM-4:35AM ET",m5,2026-04-05T08:35:00+00:00,-215.09,1213.56,0.0,0.0,0,215.09
btc,btc:m5:1775378100,"Bitcoin Up or Down - April 5, 4:35AM-4:40AM ET",m5,2026-04-05T08:40:00+00:00,-15.3,1307.71,0.0,0.0,0,15.3
