folder,tf,event_id,side,n_fills,event_start,event_end,min_price,max_price,avg_price,next_event_start,event_gap_s
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,1,Up,16,2026-04-10 19:00:13+00:00,2026-04-10 19:00:17+00:00,34.0,42.0,37.125,2026-04-10 19:00:29+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,2,Down,3,2026-04-10 19:00:29+00:00,2026-04-10 19:00:29+00:00,66.0,66.0,66.0,2026-04-10 19:00:39+00:00,10.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,3,Down,9,2026-04-10 19:00:39+00:00,2026-04-10 19:00:43+00:00,69.0,69.0,69.0,2026-04-10 19:00:59+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,4,Down,1,2026-04-10 19:00:59+00:00,2026-04-10 19:00:59+00:00,65.0,65.0,65.0,2026-04-10 19:01:01+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,5,Up,29,2026-04-10 19:01:01+00:00,2026-04-10 19:01:09+00:00,28.0,33.0,30.413793103448278,2026-04-10 19:01:15+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,6,Down,2,2026-04-10 19:01:15+00:00,2026-04-10 19:01:15+00:00,70.0,70.0,70.0,2026-04-10 19:01:27+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,7,Down,2,2026-04-10 19:01:27+00:00,2026-04-10 19:01:27+00:00,53.0,53.0,53.0,2026-04-10 19:01:29+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,8,Up,1,2026-04-10 19:01:29+00:00,2026-04-10 19:01:29+00:00,46.0,46.0,46.0,2026-04-10 19:01:33+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,9,Up,1,2026-04-10 19:01:33+00:00,2026-04-10 19:01:33+00:00,47.0,47.0,47.0,2026-04-10 19:01:45+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,10,Down,19,2026-04-10 19:01:45+00:00,2026-04-10 19:01:47+00:00,43.0,43.0,43.0,2026-04-10 19:01:51+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,11,Up,7,2026-04-10 19:01:51+00:00,2026-04-10 19:01:53+00:00,50.0,50.0,50.0,2026-04-10 19:02:01+00:00,8.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,12,Up,1,2026-04-10 19:02:01+00:00,2026-04-10 19:02:01+00:00,41.0,41.0,41.0,2026-04-10 19:02:09+00:00,8.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,13,Down,1,2026-04-10 19:02:09+00:00,2026-04-10 19:02:09+00:00,60.0,60.0,60.0,2026-04-10 19:02:25+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,14,Up,11,2026-04-10 19:02:25+00:00,2026-04-10 19:02:27+00:00,14.0,14.0,14.0,2026-04-10 19:03:03+00:00,36.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,15,Up,1,2026-04-10 19:03:03+00:00,2026-04-10 19:03:03+00:00,8.0,8.0,8.0,2026-04-10 19:03:09+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,16,Down,13,2026-04-10 19:03:09+00:00,2026-04-10 19:03:15+00:00,87.0,92.0,90.76923076923077,2026-04-10 19:03:21+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,17,Up,1,2026-04-10 19:03:21+00:00,2026-04-10 19:03:21+00:00,10.0,10.0,10.0,2026-04-10 19:03:25+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,18,Down,3,2026-04-10 19:03:25+00:00,2026-04-10 19:03:25+00:00,85.0,85.0,85.0,2026-04-10 19:03:29+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,19,Up,8,2026-04-10 19:03:29+00:00,2026-04-10 19:03:29+00:00,12.0,12.0,12.0,2026-04-10 19:03:33+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,20,Down,6,2026-04-10 19:03:33+00:00,2026-04-10 19:03:33+00:00,85.0,85.0,85.0,2026-04-10 19:03:35+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,21,Up,6,2026-04-10 19:03:35+00:00,2026-04-10 19:03:35+00:00,12.0,12.0,12.0,2026-04-10 19:03:39+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,22,Down,7,2026-04-10 19:03:39+00:00,2026-04-10 19:03:41+00:00,83.0,83.0,83.0,2026-04-10 19:03:45+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,23,Up,3,2026-04-10 19:03:45+00:00,2026-04-10 19:03:45+00:00,10.0,10.0,10.0,2026-04-10 19:03:55+00:00,10.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,24,Down,4,2026-04-10 19:03:55+00:00,2026-04-10 19:03:57+00:00,96.0,96.0,96.0,2026-04-10 19:04:11+00:00,14.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,25,Up,7,2026-04-10 19:04:11+00:00,2026-04-10 19:04:15+00:00,2.0,2.0,2.0,2026-04-10 19:04:21+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_100PM-105PM_ET,m5,26,Down,1,2026-04-10 19:04:21+00:00,2026-04-10 19:04:21+00:00,97.0,97.0,97.0,,
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,1,Up,2,2026-04-10 19:00:15+00:00,2026-04-10 19:00:17+00:00,39.0,39.0,39.0,2026-04-10 19:00:27+00:00,10.0
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,2,Up,2,2026-04-10 19:00:27+00:00,2026-04-10 19:00:29+00:00,38.0,38.0,38.0,2026-04-10 19:02:45+00:00,136.0
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,3,Up,1,2026-04-10 19:02:45+00:00,2026-04-10 19:02:45+00:00,28.0,28.0,28.0,2026-04-10 19:03:35+00:00,50.0
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,4,Down,1,2026-04-10 19:03:35+00:00,2026-04-10 19:03:35+00:00,66.0,66.0,66.0,2026-04-10 19:10:13+00:00,398.0
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,5,Up,1,2026-04-10 19:10:13+00:00,2026-04-10 19:10:13+00:00,9.0,9.0,9.0,2026-04-10 19:11:13+00:00,60.0
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,6,Up,1,2026-04-10 19:11:13+00:00,2026-04-10 19:11:13+00:00,1.0,1.0,1.0,2026-04-10 19:11:27+00:00,14.0
Bitcoin_Up_or_Down_-_April_10_100PM-115PM_ET,m15,7,Up,1,2026-04-10 19:11:27+00:00,2026-04-10 19:11:27+00:00,1.0,1.0,1.0,,
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,1,Up,1,2026-04-10 19:05:13+00:00,2026-04-10 19:05:13+00:00,46.0,46.0,46.0,2026-04-10 19:05:25+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,2,Down,1,2026-04-10 19:05:25+00:00,2026-04-10 19:05:25+00:00,46.0,46.0,46.0,2026-04-10 19:05:41+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,3,Down,1,2026-04-10 19:05:41+00:00,2026-04-10 19:05:41+00:00,65.0,65.0,65.0,2026-04-10 19:05:57+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,4,Down,1,2026-04-10 19:05:57+00:00,2026-04-10 19:05:57+00:00,55.0,55.0,55.0,2026-04-10 19:07:05+00:00,68.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,5,Down,2,2026-04-10 19:07:05+00:00,2026-04-10 19:07:05+00:00,61.0,61.0,61.0,2026-04-10 19:07:21+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,6,Down,1,2026-04-10 19:07:21+00:00,2026-04-10 19:07:21+00:00,55.0,55.0,55.0,2026-04-10 19:07:21+00:00,0.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,7,Up,1,2026-04-10 19:07:21+00:00,2026-04-10 19:07:21+00:00,39.0,39.0,39.0,2026-04-10 19:07:21+00:00,0.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,8,Down,1,2026-04-10 19:07:21+00:00,2026-04-10 19:07:21+00:00,58.0,58.0,58.0,2026-04-10 19:07:23+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,9,Up,1,2026-04-10 19:07:23+00:00,2026-04-10 19:07:23+00:00,44.0,44.0,44.0,2026-04-10 19:07:27+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,10,Down,1,2026-04-10 19:07:27+00:00,2026-04-10 19:07:27+00:00,49.0,49.0,49.0,2026-04-10 19:07:33+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,11,Up,1,2026-04-10 19:07:33+00:00,2026-04-10 19:07:33+00:00,37.0,37.0,37.0,2026-04-10 19:07:39+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,12,Down,1,2026-04-10 19:07:39+00:00,2026-04-10 19:07:39+00:00,59.0,59.0,59.0,2026-04-10 19:07:59+00:00,20.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,13,Down,1,2026-04-10 19:07:59+00:00,2026-04-10 19:07:59+00:00,45.0,45.0,45.0,2026-04-10 19:08:11+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,14,Up,1,2026-04-10 19:08:11+00:00,2026-04-10 19:08:11+00:00,49.0,49.0,49.0,2026-04-10 19:08:11+00:00,0.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,15,Down,1,2026-04-10 19:08:11+00:00,2026-04-10 19:08:11+00:00,51.0,51.0,51.0,2026-04-10 19:08:27+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,16,Down,1,2026-04-10 19:08:27+00:00,2026-04-10 19:08:27+00:00,18.0,18.0,18.0,2026-04-10 19:08:43+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,17,Down,1,2026-04-10 19:08:43+00:00,2026-04-10 19:08:43+00:00,19.0,19.0,19.0,2026-04-10 19:08:47+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,18,Up,1,2026-04-10 19:08:47+00:00,2026-04-10 19:08:47+00:00,77.0,77.0,77.0,2026-04-10 19:08:55+00:00,8.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,19,Down,2,2026-04-10 19:08:55+00:00,2026-04-10 19:08:55+00:00,42.0,45.0,43.5,2026-04-10 19:08:57+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,20,Up,4,2026-04-10 19:08:57+00:00,2026-04-10 19:08:59+00:00,51.0,53.0,52.0,2026-04-10 19:09:07+00:00,8.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,21,Up,1,2026-04-10 19:09:07+00:00,2026-04-10 19:09:07+00:00,32.0,32.0,32.0,2026-04-10 19:09:25+00:00,18.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,22,Down,2,2026-04-10 19:09:25+00:00,2026-04-10 19:09:25+00:00,60.0,61.0,60.5,2026-04-10 19:09:29+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,23,Down,1,2026-04-10 19:09:29+00:00,2026-04-10 19:09:29+00:00,62.97,62.97,62.97,2026-04-10 19:09:33+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,24,Down,5,2026-04-10 19:09:33+00:00,2026-04-10 19:09:37+00:00,68.0,77.0,71.85,2026-04-10 19:09:39+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,25,Up,1,2026-04-10 19:09:39+00:00,2026-04-10 19:09:39+00:00,23.0,23.0,23.0,2026-04-10 19:09:45+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,26,Down,1,2026-04-10 19:09:45+00:00,2026-04-10 19:09:45+00:00,38.0,38.0,38.0,2026-04-10 19:09:45+00:00,0.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,27,Up,1,2026-04-10 19:09:45+00:00,2026-04-10 19:09:45+00:00,36.0,36.0,36.0,2026-04-10 19:09:47+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,28,Down,1,2026-04-10 19:09:47+00:00,2026-04-10 19:09:47+00:00,42.71,42.71,42.71,2026-04-10 19:09:51+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,29,Down,3,2026-04-10 19:09:51+00:00,2026-04-10 19:09:53+00:00,40.1,46.0,42.86333333333334,2026-04-10 19:09:55+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,30,Up,1,2026-04-10 19:09:55+00:00,2026-04-10 19:09:55+00:00,32.0,32.0,32.0,2026-04-10 19:09:55+00:00,0.0
Bitcoin_Up_or_Down_-_April_10_105PM-110PM_ET,m5,31,Down,1,2026-04-10 19:09:55+00:00,2026-04-10 19:09:55+00:00,63.96,63.96,63.96,,
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,1,Up,2,2026-04-10 19:10:13+00:00,2026-04-10 19:10:15+00:00,38.0,38.0,38.0,2026-04-10 19:10:31+00:00,16.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,2,Down,1,2026-04-10 19:10:31+00:00,2026-04-10 19:10:31+00:00,69.0,69.0,69.0,2026-04-10 19:11:03+00:00,32.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,3,Down,1,2026-04-10 19:11:03+00:00,2026-04-10 19:11:03+00:00,80.0,80.0,80.0,2026-04-10 19:11:07+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,4,Down,1,2026-04-10 19:11:07+00:00,2026-04-10 19:11:07+00:00,79.0,79.0,79.0,2026-04-10 19:11:33+00:00,26.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,5,Down,3,2026-04-10 19:11:33+00:00,2026-04-10 19:11:37+00:00,64.0,71.0,67.33333333333333,2026-04-10 19:12:17+00:00,40.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,6,Down,1,2026-04-10 19:12:17+00:00,2026-04-10 19:12:17+00:00,62.0,62.0,62.0,2026-04-10 19:12:43+00:00,26.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,7,Down,1,2026-04-10 19:12:43+00:00,2026-04-10 19:12:43+00:00,46.0,46.0,46.0,2026-04-10 19:12:55+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,8,Up,1,2026-04-10 19:12:55+00:00,2026-04-10 19:12:55+00:00,51.0,51.0,51.0,2026-04-10 19:13:13+00:00,18.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,9,Down,1,2026-04-10 19:13:13+00:00,2026-04-10 19:13:13+00:00,51.0,51.0,51.0,2026-04-10 19:13:15+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,10,Up,2,2026-04-10 19:13:15+00:00,2026-04-10 19:13:15+00:00,48.0,48.0,48.0,2026-04-10 19:13:17+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,11,Down,1,2026-04-10 19:13:17+00:00,2026-04-10 19:13:17+00:00,50.0,50.0,50.0,2026-04-10 19:13:19+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,12,Up,1,2026-04-10 19:13:19+00:00,2026-04-10 19:13:19+00:00,49.0,49.0,49.0,2026-04-10 19:13:23+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,13,Down,2,2026-04-10 19:13:23+00:00,2026-04-10 19:13:25+00:00,41.0,43.0,42.0,2026-04-10 19:13:33+00:00,8.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,14,Up,1,2026-04-10 19:13:33+00:00,2026-04-10 19:13:33+00:00,30.0,30.0,30.0,2026-04-10 19:14:23+00:00,50.0
Bitcoin_Up_or_Down_-_April_10_110PM-115PM_ET,m5,15,Down,1,2026-04-10 19:14:23+00:00,2026-04-10 19:14:23+00:00,75.57,75.57,75.57,,
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,1,Up,1,2026-04-10 19:15:13+00:00,2026-04-10 19:15:13+00:00,48.37,48.37,48.37,2026-04-10 19:16:25+00:00,72.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,2,Down,1,2026-04-10 19:16:25+00:00,2026-04-10 19:16:25+00:00,65.0,65.0,65.0,2026-04-10 19:17:03+00:00,38.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,3,Down,3,2026-04-10 19:17:03+00:00,2026-04-10 19:17:05+00:00,65.0,65.3,65.10000000000001,2026-04-10 19:17:11+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,4,Down,2,2026-04-10 19:17:11+00:00,2026-04-10 19:17:11+00:00,48.0,48.0,48.0,2026-04-10 19:17:31+00:00,20.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,5,Down,2,2026-04-10 19:17:31+00:00,2026-04-10 19:17:33+00:00,19.0,22.0,20.5,2026-04-10 19:17:43+00:00,10.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,6,Up,2,2026-04-10 19:17:43+00:00,2026-04-10 19:17:43+00:00,73.0,74.0,73.5,2026-04-10 19:17:47+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,7,Down,1,2026-04-10 19:17:47+00:00,2026-04-10 19:17:47+00:00,20.0,20.0,20.0,2026-04-10 19:17:49+00:00,2.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,8,Up,2,2026-04-10 19:17:49+00:00,2026-04-10 19:17:51+00:00,78.0,80.0,79.0,2026-04-10 19:17:59+00:00,8.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,9,Up,1,2026-04-10 19:17:59+00:00,2026-04-10 19:17:59+00:00,69.0,69.0,69.0,2026-04-10 19:18:05+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,10,Up,1,2026-04-10 19:18:05+00:00,2026-04-10 19:18:05+00:00,70.0,70.0,70.0,2026-04-10 19:19:27+00:00,82.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,11,Up,1,2026-04-10 19:19:27+00:00,2026-04-10 19:19:27+00:00,96.0,96.0,96.0,2026-04-10 19:19:53+00:00,26.0
Bitcoin_Up_or_Down_-_April_10_115PM-120PM_ET,m5,12,Up,2,2026-04-10 19:19:53+00:00,2026-04-10 19:19:55+00:00,97.0,97.56,97.28,,
Bitcoin_Up_or_Down_-_April_10_115PM-130PM_ET,m15,1,Up,1,2026-04-10 19:21:17+00:00,2026-04-10 19:21:17+00:00,62.0,62.0,62.0,2026-04-10 19:22:33+00:00,76.0
Bitcoin_Up_or_Down_-_April_10_115PM-130PM_ET,m15,2,Up,1,2026-04-10 19:22:33+00:00,2026-04-10 19:22:33+00:00,49.0,49.0,49.0,2026-04-10 19:24:47+00:00,134.0
Bitcoin_Up_or_Down_-_April_10_115PM-130PM_ET,m15,3,Up,1,2026-04-10 19:24:47+00:00,2026-04-10 19:24:47+00:00,81.0,81.0,81.0,2026-04-10 19:26:41+00:00,114.0
Bitcoin_Up_or_Down_-_April_10_115PM-130PM_ET,m15,4,Down,1,2026-04-10 19:26:41+00:00,2026-04-10 19:26:41+00:00,2.0,2.0,2.0,,
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,1,Up,11,2026-04-10 17:00:13+00:00,2026-04-10 17:00:21+00:00,46.06,48.0,47.18727272727272,2026-04-10 17:00:59+00:00,38.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,2,Up,1,2026-04-10 17:00:59+00:00,2026-04-10 17:00:59+00:00,43.0,43.0,43.0,2026-04-10 17:02:03+00:00,64.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,3,Up,1,2026-04-10 17:02:03+00:00,2026-04-10 17:02:03+00:00,49.0,49.0,49.0,2026-04-10 17:02:39+00:00,36.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,4,Up,1,2026-04-10 17:02:39+00:00,2026-04-10 17:02:39+00:00,44.0,44.0,44.0,2026-04-10 17:02:53+00:00,14.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,5,Down,9,2026-04-10 17:02:53+00:00,2026-04-10 17:02:57+00:00,53.0,53.0,53.0,2026-04-10 17:06:01+00:00,184.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,6,Up,1,2026-04-10 17:06:01+00:00,2026-04-10 17:06:01+00:00,40.0,40.0,40.0,2026-04-10 17:06:45+00:00,44.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,7,Up,1,2026-04-10 17:06:45+00:00,2026-04-10 17:06:45+00:00,42.0,42.0,42.0,2026-04-10 17:08:39+00:00,114.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,8,Up,1,2026-04-10 17:08:39+00:00,2026-04-10 17:08:39+00:00,51.0,51.0,51.0,2026-04-10 17:09:21+00:00,42.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,9,Up,9,2026-04-10 17:09:21+00:00,2026-04-10 17:09:23+00:00,55.0,57.0,55.22222222222222,2026-04-10 17:09:27+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,10,Up,1,2026-04-10 17:09:27+00:00,2026-04-10 17:09:27+00:00,53.0,53.0,53.0,2026-04-10 17:09:37+00:00,10.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,11,Up,1,2026-04-10 17:09:37+00:00,2026-04-10 17:09:37+00:00,54.0,54.0,54.0,2026-04-10 17:09:49+00:00,12.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,12,Up,1,2026-04-10 17:09:49+00:00,2026-04-10 17:09:49+00:00,56.0,56.0,56.0,2026-04-10 17:09:55+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,13,Up,1,2026-04-10 17:09:55+00:00,2026-04-10 17:09:55+00:00,55.0,55.0,55.0,2026-04-10 17:10:41+00:00,46.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,14,Down,3,2026-04-10 17:10:41+00:00,2026-04-10 17:10:45+00:00,41.0,41.0,41.0,2026-04-10 17:10:51+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,15,Down,1,2026-04-10 17:10:51+00:00,2026-04-10 17:10:51+00:00,41.97,41.97,41.97,2026-04-10 17:12:17+00:00,86.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,16,Up,1,2026-04-10 17:12:17+00:00,2026-04-10 17:12:17+00:00,57.0,57.0,57.0,2026-04-10 17:13:03+00:00,46.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,17,Down,1,2026-04-10 17:13:03+00:00,2026-04-10 17:13:03+00:00,44.3,44.3,44.3,2026-04-10 17:13:09+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,18,Down,1,2026-04-10 17:13:09+00:00,2026-04-10 17:13:09+00:00,45.98,45.98,45.98,2026-04-10 17:13:33+00:00,24.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,19,Down,1,2026-04-10 17:13:33+00:00,2026-04-10 17:13:33+00:00,48.0,48.0,48.0,2026-04-10 17:15:01+00:00,88.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,20,Down,4,2026-04-10 17:15:01+00:00,2026-04-10 17:15:03+00:00,47.0,47.0,47.0,2026-04-10 17:15:09+00:00,6.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,21,Down,1,2026-04-10 17:15:09+00:00,2026-04-10 17:15:09+00:00,46.0,46.0,46.0,2026-04-10 17:15:23+00:00,14.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,22,Down,1,2026-04-10 17:15:23+00:00,2026-04-10 17:15:23+00:00,47.0,47.0,47.0,2026-04-10 17:16:07+00:00,44.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,23,Down,1,2026-04-10 17:16:07+00:00,2026-04-10 17:16:07+00:00,47.67,47.67,47.67,2026-04-10 17:16:43+00:00,36.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,24,Down,1,2026-04-10 17:16:43+00:00,2026-04-10 17:16:43+00:00,52.0,52.0,52.0,2026-04-10 17:17:07+00:00,24.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,25,Down,1,2026-04-10 17:17:07+00:00,2026-04-10 17:17:07+00:00,54.0,54.0,54.0,2026-04-10 17:17:17+00:00,10.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,26,Down,1,2026-04-10 17:17:17+00:00,2026-04-10 17:17:17+00:00,54.0,54.0,54.0,2026-04-10 17:17:21+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,27,Down,1,2026-04-10 17:17:21+00:00,2026-04-10 17:17:21+00:00,56.0,56.0,56.0,2026-04-10 17:17:43+00:00,22.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,28,Down,1,2026-04-10 17:17:43+00:00,2026-04-10 17:17:43+00:00,54.0,54.0,54.0,2026-04-10 17:18:27+00:00,44.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,29,Down,1,2026-04-10 17:18:27+00:00,2026-04-10 17:18:27+00:00,54.84,54.84,54.84,2026-04-10 17:21:33+00:00,186.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,30,Down,1,2026-04-10 17:21:33+00:00,2026-04-10 17:21:33+00:00,48.0,48.0,48.0,2026-04-10 17:22:53+00:00,80.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,31,Down,1,2026-04-10 17:22:53+00:00,2026-04-10 17:22:53+00:00,42.0,42.0,42.0,2026-04-10 17:24:35+00:00,102.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,32,Up,1,2026-04-10 17:24:35+00:00,2026-04-10 17:24:35+00:00,65.0,65.0,65.0,2026-04-10 17:24:49+00:00,14.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,33,Up,1,2026-04-10 17:24:49+00:00,2026-04-10 17:24:49+00:00,76.0,76.0,76.0,2026-04-10 17:24:53+00:00,4.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,34,Down,2,2026-04-10 17:24:53+00:00,2026-04-10 17:24:53+00:00,24.0,24.0,24.0,2026-04-10 17:25:13+00:00,20.0
Bitcoin_Up_or_Down_-_April_10_11AM_ET,h1,35,Down,3,2026-04-10 17:25:13+00:00,2026-04-10 17:25:17+00:00,26.0,29.0,27.666666666666668,2026-04-10 17:25:27+00:00,10.0
