tf,side,folder,fill_price,ask_at_fill,ask_1s,ask_2s,delta_fill_vs_ask,ask_drop_2s,spot
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.47,0.47,0.47,-0.009999999999999953,0.0,71135.0
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.47,0.47,0.47,0.0,0.0,71135.01
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.47,0.47,0.47,0.0,0.0,71138.11
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.55,0.54,0.54,0.54,0.010000000000000009,0.0,71145.75
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.54,0.54,0.54,0.04999999999999993,0.0,71145.76
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.56,0.54,0.54,0.54,0.020000000000000018,0.0,71145.76
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.51,0.51,0.51,0.07999999999999996,0.0,71145.77
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.58,0.51,0.51,0.51,0.06999999999999995,0.0,71145.78
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.62,0.51,0.51,0.51,0.10999999999999999,0.0,71148.71
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.63,0.51,0.51,0.51,0.12,0.0,71148.71
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.62,0.51,0.51,0.51,0.10999999999999999,0.0,71148.71
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.62,0.51,0.51,0.51,0.10999999999999999,0.0,71148.71
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.61,0.51,0.51,0.51,0.09999999999999998,0.0,71148.72
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.61,0.51,0.51,0.51,0.09999999999999998,0.0,71152.56
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.64,0.51,0.51,0.51,0.13,0.0,71152.56
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.63,0.51,0.51,0.51,0.12,0.0,71152.57
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.64,0.51,0.51,0.51,0.13,0.0,71152.57
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.63,0.51,0.51,0.51,0.12,0.0,71152.56
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.65,0.51,0.51,0.51,0.14,0.0,71152.57
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.66,0.51,0.51,0.51,0.15000000000000002,0.0,71152.56
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.66,0.51,0.51,0.51,0.15000000000000002,0.0,71152.57
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.38,0.5,0.5,0.5,-0.12,0.0,71152.57
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.38,0.5,0.5,0.5,-0.12,0.0,71152.56
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.4696,0.5,0.5,0.5,-0.030399999999999983,0.0,71152.56
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.5,0.5,0.5,-0.03999999999999998,0.0,71152.56
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.5,0.5,0.5,-0.030000000000000027,0.0,71152.57
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.5,0.5,0.5,-0.03999999999999998,0.0,71152.56
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.5,0.5,0.5,-0.030000000000000027,0.0,71152.57
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.5,0.5,0.5,-0.030000000000000027,0.0,71152.57
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.5,0.5,0.5,-0.030000000000000027,0.0,71152.57
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.5,0.5,0.5,-0.010000000000000009,0.0,71152.56
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5281,0.48,0.49,0.51,0.04810000000000003,0.030000000000000027,71174.33
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.53,0.48,0.49,0.51,0.050000000000000044,0.030000000000000027,71174.33
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.54,0.48,0.48,0.48,0.06000000000000005,0.0,71174.33
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.45,0.45,0.45,0.07,0.0,71174.32
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.55,0.45,0.45,0.45,0.10000000000000003,0.0,71174.32
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.56,0.45,0.45,0.45,0.11000000000000004,0.0,71174.32
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.56,0.45,0.45,0.45,0.11000000000000004,0.0,71174.33
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5778,0.45,0.45,0.45,0.12779999999999997,0.0,71174.33
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.62,0.45,0.45,0.45,0.16999999999999998,0.0,71160.08
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.61,0.44,0.44,0.44,0.16999999999999998,0.0,71160.09
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.66,0.42,0.42,0.42,0.24000000000000005,0.0,71168.0
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.63,0.41,0.41,0.41,0.22000000000000003,0.0,71167.99
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.48,0.55,0.55,0.55,-0.07000000000000006,0.0,71150.3
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.56,0.55,0.55,-0.07000000000000006,-0.010000000000000009,71150.3
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.56,0.55,0.55,-0.07000000000000006,-0.010000000000000009,71150.3
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.54,0.41,0.41,0.41,0.13000000000000006,0.0,71180.28
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.54,0.38,0.38,0.38,0.16000000000000003,0.0,71187.83
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.54,0.38,0.38,0.38,0.16000000000000003,0.0,71187.83
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.55,0.38,0.38,0.38,0.17000000000000004,0.0,71187.84
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.44,0.7,0.7,0.7,-0.25999999999999995,0.0,71221.26
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.68,0.68,0.67,-0.23000000000000004,-0.010000000000000009,71206.77
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.68,0.67,0.68,-0.23000000000000004,0.0,71205.01
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.66,0.66,0.66,-0.19000000000000006,0.0,71205.01
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.49,0.5,0.5,0.0,0.010000000000000009,71133.63
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.53,0.53,0.53,-0.040000000000000036,0.0,71133.64
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.53,0.53,0.53,-0.040000000000000036,0.0,71133.64
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.53,0.53,0.53,-0.040000000000000036,0.0,71133.64
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.48,0.48,0.48,0.040000000000000036,0.0,71133.64
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.55,0.5,0.5,0.5,0.050000000000000044,0.0,71139.5
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.57,0.5,0.5,0.5,0.06999999999999995,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.51,0.51,0.51,-0.10000000000000003,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.51,0.51,0.51,-0.10000000000000003,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.51,0.51,0.51,-0.10000000000000003,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.51,0.51,0.51,-0.10000000000000003,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.51,0.51,0.51,-0.10000000000000003,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.51,0.51,0.51,-0.10000000000000003,0.0,71139.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.43,0.53,0.53,0.52,-0.10000000000000003,-0.010000000000000009,71134.94
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.43,0.53,0.53,0.53,-0.10000000000000003,0.0,71134.95
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.43,0.53,0.53,0.53,-0.10000000000000003,0.0,71134.95
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.54,0.54,0.54,-0.07000000000000006,0.0,71131.49
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.54,0.54,0.54,-0.07000000000000006,0.0,71131.49
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.48,0.54,0.54,0.54,-0.06000000000000005,0.0,71131.5
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.54,0.54,0.54,-0.020000000000000018,0.0,71131.49
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.55,0.56,0.56,0.56,-0.010000000000000009,0.0,71123.91
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.56,0.56,0.56,0.56,0.0,0.0,71123.91
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.57,0.53,0.53,0.53,0.039999999999999925,0.0,71130.01
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.58,0.52,0.53,0.53,0.05999999999999994,0.010000000000000009,71132.76
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.52,0.52,0.52,0.06999999999999995,0.0,71141.02
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.6,0.51,0.51,0.52,0.08999999999999997,0.010000000000000009,71141.02
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.61,0.52,0.52,0.52,0.08999999999999997,0.0,71136.35
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.67,0.47,0.47,0.47,0.20000000000000007,0.0,71162.1
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.68,0.47,0.47,0.47,0.21000000000000008,0.0,71162.1
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.68,0.47,0.47,0.47,0.21000000000000008,0.0,71162.1
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.66,0.47,0.47,0.47,0.19000000000000006,0.0,71165.87
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.66,0.47,0.47,0.47,0.19000000000000006,0.0,71165.88
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.66,0.47,0.47,0.47,0.19000000000000006,0.0,71165.87
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.68,0.45,0.45,0.45,0.23000000000000004,0.0,71165.87
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.68,0.45,0.45,0.45,0.23000000000000004,0.0,71165.88
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.68,0.45,0.45,0.45,0.23000000000000004,0.0,71165.88
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.71,0.48,0.48,0.48,0.22999999999999998,0.0,71152.27
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.63,0.46,0.46,0.46,0.16999999999999998,0.0,71163.72
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.63,0.46,0.46,0.46,0.16999999999999998,0.0,71163.73
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.33,0.52,0.52,0.52,-0.19,0.0,71150.0
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.42340000000000005,0.54,0.54,0.54,-0.11659999999999998,0.0,71152.29
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.34,0.54,0.54,0.54,-0.2,0.0,71152.29
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.55,0.55,0.55,-0.14000000000000007,0.0,71152.29
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.41,0.54,0.54,0.54,-0.13000000000000006,0.0,71152.29
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.44,0.56,0.56,0.56,-0.12000000000000005,0.0,71152.29
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.44,0.56,0.56,0.55,-0.12000000000000005,-0.010000000000000009,71152.29
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.44,0.57,0.56,0.56,-0.12999999999999995,-0.009999999999999898,71155.0
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.43,0.57,0.57,0.57,-0.13999999999999996,0.0,71155.0
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.48,0.57,0.57,0.57,-0.08999999999999997,0.0,71155.0
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.42,0.42,0.42,0.07,0.0,71154.99
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.61,0.55,0.55,0.55,0.05999999999999994,0.0,71150.0
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.6,0.51,0.51,0.5,0.08999999999999997,-0.010000000000000009,71144.53
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.6,0.51,0.51,0.51,0.08999999999999997,0.0,71144.52
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.51,0.5,0.5,-0.14,-0.010000000000000009,71143.77
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.51,0.51,0.51,-0.14,0.0,71143.65
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.6,0.4,0.4,0.39,0.19999999999999996,-0.010000000000000009,71119.43
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.61,-0.25,-0.010000000000000009,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.62,-0.25,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.37,0.62,0.62,0.62,-0.25,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.42
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.59,0.39,0.39,0.39,0.19999999999999996,0.0,71119.43
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.56,0.36,0.36,0.37,0.20000000000000007,0.010000000000000009,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.58,0.36,0.36,0.36,0.21999999999999997,0.0,71118.13
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.35,0.78,0.79,0.79,-0.43000000000000005,0.010000000000000009,71081.6
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.35,0.78,0.78,0.78,-0.43000000000000005,0.0,71081.61
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.35,0.78,0.78,0.78,-0.43000000000000005,0.0,71081.6
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.35,0.77,0.77,0.77,-0.42000000000000004,0.0,71081.61
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.35,0.71,0.71,0.73,-0.36,0.020000000000000018,71093.81
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.34,0.66,0.66,0.66,-0.32,0.0,71103.86
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.33,0.6,0.6,0.6,-0.26999999999999996,0.0,71118.11
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.6,0.6,0.6,-0.27999999999999997,0.0,71118.11
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.6,0.6,0.6,-0.27999999999999997,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.61,0.61,0.61,-0.29,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.61,0.61,0.61,-0.29,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.61,0.61,0.61,-0.29,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.66,0.61,0.61,-0.34,-0.050000000000000044,71112.01
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.66,0.66,0.66,-0.34,0.0,71108.0
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.66,0.66,0.66,-0.34,0.0,71108.01
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.66,0.66,0.66,-0.34,0.0,71108.01
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.64,0.64,0.64,-0.32,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.69,0.37,0.37,0.37,0.31999999999999995,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.69,0.37,0.37,0.37,0.31999999999999995,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.69,0.37,0.37,0.37,0.31999999999999995,0.0,71118.13
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.64,0.64,0.64,-0.32,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.64,0.64,0.64,-0.32,0.0,71118.13
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.32,0.64,0.64,0.64,-0.32,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.53,0.37,0.37,0.37,0.16000000000000003,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.53,0.37,0.37,0.37,0.16000000000000003,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.37,0.37,0.37,0.15000000000000002,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.64,0.64,0.64,-0.19,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.37,0.37,0.37,0.15000000000000002,0.0,71118.12
h1,Down,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.64,0.64,0.64,-0.19,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.37,0.37,0.37,0.15000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.37,0.37,0.37,0.15000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.52,0.37,0.37,0.37,0.15000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.5,0.37,0.37,0.37,0.13,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.37,0.37,0.37,0.12,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.49,0.37,0.37,0.37,0.12,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.51,0.37,0.37,0.37,0.14,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.51,0.38,0.38,0.38,0.13,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.47,0.38,0.38,0.38,0.08999999999999997,0.0,71118.12
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.38,0.38,0.38,0.08000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.38,0.38,0.38,0.08000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.38,0.38,0.38,0.08000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.46,0.38,0.38,0.38,0.08000000000000002,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
h1,Up,Bitcoin_Up_or_Down_-_April_12_2PM_ET,0.45,0.38,0.38,0.38,0.07,0.0,71118.13
